File_ID,Province,Lender,Refi_Type,Professional,Disbursement,Date_Received,Maturity_Date,Date_Funded,Delay_Reason,Funds_Confirmed
FCT-700231,QC,ScotiaBank,External,Maitre Tremblay,448330,2025-03-19,2025-03-29,2025-04-10,External: Payout Delay,Yes
FCT-700232,BC,TD,Internal,West Coast Legal,552216,2025-03-28,2025-04-05,2025-04-12,None,Yes
FCT-700233,QC,RBC,Internal,Maitre Tremblay,315443,2025-12-22,2026-01-02,2026-01-06,None,Yes
FCT-700234,ON,ScotiaBank,Internal,West Coast Legal,577443,2025-08-15,2025-08-25,2025-08-28,None,Yes
FCT-700235,QC,Fairstone,External,Maitre Cote,315867,2025-02-01,2025-02-19,2025-02-03,None (Pre-scheduled),Yes
FCT-700236,ON,NBC,Internal,Maritime Legal,458512,2025-06-01,2025-06-08,2025-06-15,None,Yes
FCT-700237,BC,Fairstone,Internal,Ontario Title Law,590407,2026-01-16,2026-02-04,2026-01-19,None (Pre-scheduled),Yes
FCT-700238,QC,BMO,Internal,Maitre Cote,652134,2025-03-10,2025-03-22,2025-04-01,Lender: Missing Docs,Yes
FCT-700239,ON,Fairstone,Internal,Maritime Legal,630038,2025-07-20,2025-08-02,2025-07-22,None (Pre-scheduled),Yes
FCT-700240,AB,TD,Internal,Maritime Legal,305164,2026-01-21,2026-01-29,2026-02-05,None,Yes
FCT-700241,QC,ScotiaBank,External,Maitre Cote,556216,2025-03-04,2025-03-19,2025-04-06,External: Payout Delay,Yes
FCT-700242,ON,TD,External,Ontario Title Law,289155,2025-07-17,2025-07-29,2025-08-10,External: Payout Delay,Yes
FCT-700243,QC,BMO,Internal,Maitre Tremblay,299728,2025-11-08,2025-11-25,2025-11-22,None,Yes
FCT-700244,NB,BMO,Internal,Ontario Title Law,651514,2025-04-16,2025-04-23,2025-04-29,None,Yes
FCT-700245,QC,ScotiaBank,External,Maitre Lavoie,363182,2025-04-12,2025-04-27,2025-05-02,External: Payout Delay,Yes
FCT-700246,ON,NBC,Internal,Maritime Legal,256531,2025-03-12,2025-03-24,2025-03-29,None,Yes
FCT-700247,QC,TD,External,Maitre Lavoie,195786,2025-02-12,2025-02-23,2025-03-03,External: Payout Delay,Yes
FCT-700248,NS,Fairstone,Internal,Ontario Title Law,428175,2025-09-25,2025-10-04,2025-09-28,None (Pre-scheduled),Yes
FCT-700249,QC,RBC,External,Maitre Cote,670805,2025-03-14,2025-03-27,2025-04-04,External: Payout Delay,Yes
FCT-700250,QC,ScotiaBank,Internal,Maitre Lavoie,222282,2025-06-05,2025-06-13,2025-06-22,Lender: Missing Docs,Yes
FCT-700251,ON,NBC,Internal,Smith & Co,662403,2025-06-14,2025-06-28,2025-07-07,Internal: Processing Backlog,Yes
FCT-700252,BC,NBC,Internal,West Coast Legal,446636,2025-07-24,2025-08-04,2025-08-05,None,Yes
FCT-700253,QC,ScotiaBank,Internal,Maitre Tremblay,586042,2025-01-31,2025-02-18,2025-02-23,Internal: Processing Backlog,Yes
FCT-700254,AB,NBC,Internal,Ontario Title Law,357483,2025-10-01,2025-10-09,2025-10-18,None,Yes
FCT-700255,BC,NBC,Internal,West Coast Legal,653129,2025-07-21,2025-08-10,2025-08-03,None,Yes
FCT-700256,ON,TD,Internal,Smith & Co,221994,2025-03-20,2025-04-04,2025-04-06,None,Yes
FCT-700257,QC,TD,Internal,Maitre Tremblay,209220,2026-01-21,2026-01-26,2026-02-04,None,Yes
FCT-700258,QC,TD,Internal,Maitre Lavoie,455327,2025-08-10,2025-08-16,2025-08-26,None,Yes
FCT-700259,ON,NBC,External,West Coast Legal,664266,2025-05-05,2025-05-13,2025-05-26,External: Payout Delay,Yes
FCT-700260,ON,Fairstone,External,Ontario Title Law,387310,2025-08-13,2025-08-22,2025-08-16,None (Pre-scheduled),Yes
FCT-700261,NS,RBC,External,Ontario Title Law,156841,2025-05-27,2025-06-16,2025-06-20,External: Payout Delay,Yes
FCT-700262,NB,RBC,Internal,Smith & Co,653942,2025-10-14,2025-10-22,2025-10-28,None,Yes
FCT-700263,BC,TD,Internal,Maritime Legal,332683,2025-01-28,2025-02-15,2025-02-13,None,Yes
FCT-700264,QC,NBC,Internal,Maitre Cote,243387,2025-01-04,2025-01-09,2025-01-19,None,Yes
FCT-700265,QC,TD,Internal,Maitre Tremblay,607313,2025-05-11,2025-05-25,2025-05-28,None,Yes
FCT-700266,QC,TD,Internal,Maitre Lavoie,679581,2026-02-03,2026-02-09,2026-02-18,None,Yes
FCT-700267,AB,NBC,Internal,Smith & Co,700141,2025-12-17,2026-01-05,2026-01-03,None,Yes
FCT-700268,QC,BMO,External,Maitre Lavoie,655857,2026-02-03,2026-02-13,2026-02-27,External: Payout Delay,Yes
FCT-700269,AB,TD,Internal,Ontario Title Law,694120,2025-04-07,2025-04-23,2025-04-21,None,Yes
FCT-700270,AB,RBC,Internal,West Coast Legal,176014,2025-07-03,2025-07-19,2025-07-17,None,Yes
FCT-700271,BC,BMO,External,West Coast Legal,263165,2026-01-18,2026-02-01,2026-02-21,External: Payout Delay,Yes
FCT-700272,QC,NBC,Internal,Maitre Tremblay,533684,2025-07-25,2025-08-10,2025-08-07,None,Yes
FCT-700273,AB,BMO,Internal,Smith & Co,654505,2026-01-11,2026-01-25,2026-01-28,None,Yes
FCT-700274,NS,NBC,Internal,West Coast Legal,545601,2026-01-24,2026-02-07,2026-02-05,None,Yes
FCT-700275,QC,NBC,Internal,Maitre Tremblay,175030,2025-08-25,2025-09-02,2025-09-10,None,Yes
FCT-700276,QC,TD,Internal,Maitre Lavoie,649842,2025-03-25,2025-04-01,2025-04-10,None,Yes
FCT-700277,AB,NBC,Internal,Ontario Title Law,258047,2025-12-24,2026-01-13,2026-01-05,None,Yes
FCT-700278,QC,BMO,External,Maitre Belanger,498389,2025-12-16,2025-12-28,2026-01-04,External: Payout Delay,Yes
FCT-700279,QC,TD,Internal,Maitre Belanger,383746,2025-03-17,2025-04-05,2025-03-29,None,Yes
FCT-700280,QC,NBC,Internal,Maitre Tremblay,446995,2025-01-08,2025-01-16,2025-01-22,None,Yes
FCT-700281,NS,ScotiaBank,Internal,West Coast Legal,255680,2025-07-10,2025-07-23,2025-07-23,None,Yes
FCT-700282,BC,TD,Internal,Ontario Title Law,383913,2025-09-16,2025-09-22,2025-09-30,None,Yes
FCT-700283,ON,Fairstone,Internal,Smith & Co,251824,2025-10-27,2025-11-04,2025-10-29,None (Pre-scheduled),Yes
FCT-700284,QC,Fairstone,Internal,Maitre Tremblay,749554,2025-01-24,2025-02-02,2025-01-26,None (Pre-scheduled),Yes
FCT-700285,QC,NBC,External,Maitre Tremblay,242809,2025-11-10,2025-11-26,2025-12-03,External: Payout Delay,Yes
FCT-700286,QC,NBC,External,Maitre Lavoie,719725,2025-09-05,2025-09-24,2025-09-28,External: Payout Delay,Yes
FCT-700287,QC,RBC,Internal,Maitre Lavoie,254013,2025-01-05,2025-01-24,2025-01-18,None,Yes
FCT-700288,QC,RBC,External,Maitre Belanger,224696,2025-01-23,2025-02-07,2025-02-16,External: Payout Delay,Yes
FCT-700289,AB,TD,External,Maritime Legal,452384,2025-12-16,2025-12-22,2026-01-05,External: Payout Delay,Yes
FCT-700290,QC,RBC,Internal,Maitre Belanger,724796,2025-08-04,2025-08-11,2025-08-19,None,Yes
FCT-700291,QC,BMO,Internal,Maitre Cote,575939,2025-06-17,2025-06-30,2025-07-02,None,Yes
FCT-700292,QC,ScotiaBank,Internal,Maitre Belanger,470390,2025-05-16,2025-06-02,2025-05-31,None,Yes
FCT-700293,AB,RBC,Internal,West Coast Legal,606868,2025-12-22,2026-01-01,2026-01-03,None,Yes
FCT-700294,QC,ScotiaBank,Internal,Maitre Tremblay,290114,2025-03-17,2025-04-07,2025-04-11,Internal: Processing Backlog,Yes
FCT-700295,ON,TD,Internal,Maritime Legal,215243,2025-08-21,2025-09-11,2025-09-04,None,Yes
FCT-700296,QC,BMO,Internal,Maitre Belanger,634437,2025-11-14,2025-11-30,2025-11-28,None,Yes
FCT-700297,QC,RBC,Internal,Maitre Lavoie,453312,2025-05-15,2025-05-28,2025-05-28,None,Yes
FCT-700298,NB,TD,Internal,Maritime Legal,710931,2025-09-19,2025-09-28,2025-10-03,None,Yes
FCT-700299,QC,BMO,Internal,Maitre Belanger,636052,2025-03-19,2025-04-05,2025-04-01,None,Yes
FCT-700300,ON,NBC,Internal,Ontario Title Law,748242,2025-07-15,2025-07-23,2025-07-31,None,Yes
FCT-700301,QC,RBC,Internal,Maitre Cote,207974,2025-03-22,2025-03-29,2025-04-04,None,Yes
FCT-700302,ON,TD,Internal,Maritime Legal,182899,2025-05-22,2025-06-09,2025-06-07,None,Yes
FCT-700303,AB,RBC,Internal,Smith & Co,624042,2025-03-22,2025-03-28,2025-04-05,None,Yes
FCT-700304,QC,NBC,External,Maitre Lavoie,606284,2025-12-04,2025-12-24,2025-12-27,External: Payout Delay,Yes
FCT-700305,QC,RBC,Internal,Maitre Belanger,529508,2025-02-15,2025-02-21,2025-03-03,None,Yes
FCT-700306,QC,RBC,External,Maitre Tremblay,539671,2026-01-03,2026-01-19,2026-01-22,External: Payout Delay,Yes
FCT-700307,QC,ScotiaBank,Internal,Maitre Belanger,478964,2025-12-17,2026-01-05,2025-12-30,None,Yes
FCT-700308,ON,ScotiaBank,Internal,Maritime Legal,470487,2025-12-16,2026-01-06,2026-01-02,None,Yes
FCT-700309,NS,Fairstone,Internal,West Coast Legal,189368,2025-05-29,2025-06-13,2025-06-01,None (Pre-scheduled),Yes
FCT-700310,QC,TD,Internal,Maitre Tremblay,440202,2025-09-27,2025-10-03,2025-10-13,None,Yes
FCT-700311,QC,TD,External,Maitre Cote,689751,2025-05-06,2025-05-19,2025-05-30,External: Payout Delay,Yes
FCT-700312,ON,NBC,Internal,West Coast Legal,266330,2025-06-19,2025-07-10,2025-07-02,None,Yes
FCT-700313,ON,TD,Internal,West Coast Legal,302565,2025-11-21,2025-11-26,2025-12-05,None,Yes
FCT-700314,AB,NBC,Internal,Ontario Title Law,179070,2025-02-15,2025-03-03,2025-03-04,None,Yes
FCT-700315,QC,BMO,Internal,Maitre Tremblay,610842,2025-12-26,2026-01-14,2026-01-18,Internal: Processing Backlog,Yes
FCT-700316,ON,RBC,Internal,Smith & Co,174109,2025-04-10,2025-04-22,2025-04-24,None,Yes
FCT-700317,ON,RBC,External,Maritime Legal,733050,2025-03-22,2025-04-08,2025-04-15,External: Payout Delay,Yes
FCT-700318,QC,RBC,External,Maitre Cote,615093,2026-01-11,2026-01-19,2026-01-30,External: Payout Delay,Yes
FCT-700319,QC,NBC,Internal,Maitre Lavoie,323691,2025-09-24,2025-10-05,2025-10-10,None,Yes
FCT-700320,QC,TD,Internal,Maitre Tremblay,658570,2025-05-20,2025-05-28,2025-06-03,None,Yes
FCT-700321,QC,RBC,Internal,Maitre Lavoie,420427,2026-01-03,2026-01-13,2026-01-17,None,Yes
FCT-700322,AB,TD,Internal,Ontario Title Law,540359,2025-07-28,2025-08-15,2025-08-13,None,Yes
FCT-700323,QC,TD,External,Maitre Belanger,669472,2025-08-25,2025-09-08,2025-09-15,External: Payout Delay,Yes
FCT-700324,QC,RBC,Internal,Maitre Lavoie,555337,2025-03-12,2025-03-18,2025-03-25,None,Yes
FCT-700325,QC,RBC,Internal,Maitre Cote,694722,2025-06-26,2025-07-17,2025-07-09,None,Yes
FCT-700326,QC,NBC,Internal,Maitre Tremblay,418371,2025-10-25,2025-10-31,2025-11-09,None,Yes
FCT-700327,QC,RBC,Internal,Maitre Lavoie,721135,2025-09-26,2025-10-04,2025-10-13,None,Yes
FCT-700328,ON,NBC,Internal,Ontario Title Law,342288,2025-01-16,2025-02-05,2025-01-31,None,Yes
FCT-700329,QC,TD,Internal,Maitre Lavoie,247769,2025-02-28,2025-03-12,2025-03-12,None,Yes
FCT-700330,ON,RBC,Internal,Ontario Title Law,602810,2025-12-21,2026-01-02,2026-01-03,None,Yes
FCT-700331,BC,RBC,Internal,Ontario Title Law,235316,2025-07-13,2025-07-26,2025-07-25,None,Yes
FCT-700332,QC,NBC,Internal,Maitre Tremblay,702610,2025-08-18,2025-08-25,2025-09-03,None,Yes
FCT-700333,QC,NBC,Internal,Maitre Lavoie,392907,2025-11-24,2025-12-11,2025-12-09,None,Yes
FCT-700334,QC,NBC,Internal,Maitre Tremblay,362942,2025-10-04,2025-10-25,2025-10-19,None,Yes
FCT-700335,ON,ScotiaBank,Internal,Ontario Title Law,301356,2025-11-14,2025-11-29,2025-11-26,None,Yes
FCT-700336,BC,RBC,Internal,West Coast Legal,527110,2025-07-18,2025-07-29,2025-07-31,None,Yes
FCT-700337,ON,TD,Internal,Maritime Legal,258102,2026-01-28,2026-02-06,2026-02-09,None,Yes
FCT-700338,QC,NBC,Internal,Maitre Belanger,442533,2025-08-31,2025-09-18,2025-09-13,None,Yes
FCT-700339,ON,Fairstone,Internal,Smith & Co,415205,2025-07-02,2025-07-07,2025-07-05,None (Pre-scheduled),Yes
FCT-700340,QC,NBC,External,Maitre Tremblay,484607,2025-03-05,2025-03-14,2025-03-28,External: Payout Delay,Yes
FCT-700341,QC,TD,Internal,Maitre Tremblay,387280,2025-03-29,2025-04-09,2025-04-10,None,Yes
FCT-700342,QC,NBC,Internal,Maitre Belanger,215943,2025-07-20,2025-07-29,2025-08-13,Internal: Processing Backlog,Yes
FCT-700343,AB,Fairstone,Internal,Maritime Legal,749734,2026-01-14,2026-01-23,2026-01-16,None (Pre-scheduled),Yes
FCT-700344,NS,Fairstone,Internal,West Coast Legal,610414,2025-01-14,2025-02-01,2025-01-16,None (Pre-scheduled),Yes
FCT-700345,QC,NBC,External,Maitre Tremblay,221046,2025-09-18,2025-10-06,2025-10-11,External: Payout Delay,Yes
FCT-700346,BC,ScotiaBank,Internal,West Coast Legal,319429,2025-07-24,2025-08-14,2025-08-05,None,Yes
FCT-700347,QC,ScotiaBank,Internal,Maitre Cote,388195,2025-07-02,2025-07-23,2025-07-15,None,Yes
FCT-700348,QC,BMO,External,Maitre Belanger,303601,2025-01-16,2025-01-23,2025-02-09,External: Payout Delay,Yes
FCT-700349,BC,TD,Internal,Maritime Legal,440318,2025-04-19,2025-04-27,2025-05-05,None,Yes
FCT-700350,NS,NBC,Internal,Smith & Co,584066,2025-08-13,2025-08-19,2025-08-26,None,Yes
FCT-700351,ON,TD,Internal,Smith & Co,497095,2025-09-01,2025-09-14,2025-09-18,None,Yes
FCT-700352,AB,NBC,Internal,Maritime Legal,650505,2026-01-17,2026-01-30,2026-02-02,None,Yes
FCT-700353,ON,BMO,External,Ontario Title Law,390754,2026-01-15,2026-02-03,2026-02-05,External: Payout Delay,Yes
FCT-700354,ON,Fairstone,Internal,Ontario Title Law,728508,2025-02-13,2025-03-03,2025-02-15,None (Pre-scheduled),Yes
FCT-700355,NS,TD,External,West Coast Legal,283011,2025-11-30,2025-12-16,2025-12-21,External: Payout Delay,Yes
FCT-700356,QC,NBC,External,Maitre Cote,527911,2025-06-09,2025-06-22,2025-07-08,External: Payout Delay,Yes
FCT-700357,BC,TD,External,Smith & Co,644990,2025-12-11,2025-12-17,2026-01-04,External: Payout Delay,Yes
FCT-700358,QC,TD,Internal,Maitre Tremblay,566116,2025-11-24,2025-12-06,2025-12-10,None,Yes
FCT-700359,QC,BMO,Internal,Maitre Cote,296081,2025-09-05,2025-09-22,2025-09-22,None,Yes
FCT-700360,BC,Fairstone,Internal,Ontario Title Law,380012,2025-04-03,2025-04-09,2025-04-05,None (Pre-scheduled),Yes
FCT-700361,ON,NBC,Internal,Ontario Title Law,365381,2025-08-26,2025-09-07,2025-09-12,None,Yes
FCT-700362,QC,BMO,External,Maitre Belanger,685849,2025-04-14,2025-04-21,2025-05-03,External: Payout Delay,Yes
FCT-700363,NB,ScotiaBank,External,Ontario Title Law,154135,2025-10-05,2025-10-16,2025-10-28,External: Payout Delay,Yes
FCT-700364,ON,TD,Internal,Smith & Co,325833,2025-04-01,2025-04-15,2025-04-15,None,Yes
FCT-700365,ON,TD,Internal,Ontario Title Law,556315,2025-03-28,2025-04-03,2025-04-11,None,Yes
FCT-700366,QC,NBC,Internal,Maitre Tremblay,406610,2025-05-26,2025-06-06,2025-06-08,None,Yes
FCT-700367,QC,TD,External,Maitre Cote,484085,2026-01-22,2026-01-28,2026-02-13,External: Payout Delay,Yes
FCT-700368,ON,ScotiaBank,Internal,Ontario Title Law,345405,2025-11-25,2025-12-05,2025-12-09,None,Yes
FCT-700369,ON,BMO,External,Smith & Co,265101,2025-03-20,2025-03-30,2025-04-12,External: Payout Delay,Yes
FCT-700370,ON,NBC,External,Maritime Legal,477990,2025-09-07,2025-09-20,2025-09-26,External: Payout Delay,Yes
FCT-700371,AB,RBC,External,West Coast Legal,503911,2025-05-24,2025-06-12,2025-06-15,External: Payout Delay,Yes
FCT-700372,QC,TD,External,Maitre Cote,483614,2025-06-03,2025-06-23,2025-06-27,External: Payout Delay,Yes
FCT-700373,QC,ScotiaBank,Internal,Maitre Lavoie,413035,2025-04-08,2025-04-20,2025-04-23,None,Yes
FCT-700374,BC,BMO,Internal,Ontario Title Law,353904,2025-01-15,2025-02-05,2025-02-01,None,Yes
FCT-700375,NB,RBC,Internal,Maritime Legal,480423,2025-09-15,2025-10-06,2025-09-28,None,Yes
FCT-700376,ON,RBC,Internal,Ontario Title Law,477928,2025-08-16,2025-09-01,2025-08-31,None,Yes
FCT-700377,BC,RBC,External,Smith & Co,634330,2025-07-22,2025-08-09,2025-08-14,External: Payout Delay,Yes
FCT-700378,BC,NBC,External,Maritime Legal,388529,2025-01-16,2025-01-31,2025-02-05,External: Payout Delay,Yes
FCT-700379,ON,RBC,Internal,Smith & Co,533906,2025-06-10,2025-06-25,2025-06-26,None,Yes
FCT-700380,AB,ScotiaBank,Internal,Ontario Title Law,742303,2025-03-27,2025-04-03,2025-04-11,None,Yes
FCT-700381,ON,Fairstone,External,West Coast Legal,664919,2026-01-03,2026-01-12,2026-01-05,None (Pre-scheduled),Yes
FCT-700382,ON,BMO,Internal,Maritime Legal,181336,2025-08-04,2025-08-15,2025-08-18,None,Yes
FCT-700383,QC,RBC,External,Maitre Tremblay,246518,2025-03-02,2025-03-09,2025-03-26,External: Payout Delay,Yes
FCT-700384,ON,NBC,External,West Coast Legal,225231,2026-01-01,2026-01-11,2026-01-21,External: Payout Delay,Yes
FCT-700385,QC,RBC,Internal,Maitre Cote,272361,2025-01-30,2025-02-04,2025-02-13,None,Yes
FCT-700386,QC,BMO,Internal,Maitre Lavoie,343451,2026-01-19,2026-02-01,2026-02-05,None,Yes
FCT-700387,QC,ScotiaBank,Internal,Maitre Belanger,591685,2025-08-10,2025-08-15,2025-08-24,None,Yes
FCT-700388,QC,RBC,Internal,Maitre Tremblay,522971,2025-05-18,2025-06-05,2025-06-03,None,Yes
FCT-700389,QC,BMO,External,Maitre Tremblay,701544,2025-07-29,2025-08-15,2025-08-19,External: Payout Delay,Yes
FCT-700390,QC,NBC,External,Maitre Tremblay,733101,2025-06-12,2025-06-26,2025-07-02,External: Payout Delay,Yes
FCT-700391,QC,TD,Internal,Maitre Lavoie,427334,2025-07-04,2025-07-13,2025-07-19,None,Yes
FCT-700392,ON,Fairstone,External,Ontario Title Law,517854,2025-02-05,2025-02-16,2025-02-07,None (Pre-scheduled),Yes
FCT-700393,QC,BMO,Internal,Maitre Cote,211291,2026-01-14,2026-02-02,2026-01-27,None,Yes
FCT-700394,QC,ScotiaBank,Internal,Maitre Tremblay,680497,2025-02-22,2025-03-08,2025-03-09,None,Yes
FCT-700395,QC,NBC,Internal,Maitre Lavoie,219278,2025-12-10,2025-12-18,2025-12-26,None,Yes
FCT-700396,QC,RBC,Internal,Maitre Tremblay,180377,2025-05-06,2025-05-26,2025-05-21,None,Yes
FCT-700397,BC,BMO,Internal,Smith & Co,532440,2025-05-03,2025-05-19,2025-05-18,None,Yes
FCT-700398,QC,TD,Internal,Maitre Cote,333880,2025-05-07,2025-05-24,2025-05-21,None,Yes
FCT-700399,AB,TD,External,Maritime Legal,236664,2026-01-16,2026-02-06,2026-02-07,External: Payout Delay,Yes
FCT-700400,QC,ScotiaBank,Internal,Maitre Belanger,645064,2025-07-09,2025-07-19,2025-07-25,None,Yes
FCT-700401,QC,NBC,External,Maitre Belanger,327115,2025-05-14,2025-05-21,2025-06-03,External: Payout Delay,Yes
FCT-700402,QC,NBC,Internal,Maitre Lavoie,356625,2025-02-07,2025-02-15,2025-03-02,Internal: Processing Backlog,Yes
FCT-700403,QC,ScotiaBank,Internal,Maitre Tremblay,390249,2025-02-21,2025-03-12,2025-03-08,None,Yes
FCT-700404,QC,TD,External,Maitre Lavoie,293752,2025-10-24,2025-11-10,2025-11-14,External: Payout Delay,Yes
FCT-700405,ON,NBC,Internal,Ontario Title Law,511315,2025-05-22,2025-06-07,2025-06-08,None,Yes
FCT-700406,QC,TD,Internal,Maitre Lavoie,468884,2025-11-13,2025-11-20,2025-11-25,None,Yes
FCT-700407,ON,NBC,Internal,Maritime Legal,477372,2025-03-08,2025-03-13,2025-03-23,None,Yes
FCT-700408,ON,ScotiaBank,Internal,Maritime Legal,435732,2025-09-23,2025-09-30,2025-10-08,None,Yes
FCT-700409,NS,BMO,External,Ontario Title Law,337059,2025-02-27,2025-03-12,2025-03-18,External: Payout Delay,Yes
FCT-700410,QC,BMO,Internal,Maitre Tremblay,727657,2025-05-30,2025-06-08,2025-06-13,None,Yes
FCT-700411,QC,ScotiaBank,External,Maitre Belanger,392542,2025-08-29,2025-09-05,2025-09-22,External: Payout Delay,Yes
FCT-700412,AB,NBC,External,Maritime Legal,657916,2025-11-12,2025-11-27,2025-12-02,External: Payout Delay,Yes
FCT-700413,QC,TD,Internal,Maitre Cote,508312,2025-06-06,2025-06-11,2025-06-20,None,Yes
FCT-700414,ON,TD,Internal,Smith & Co,540274,2025-05-08,2025-05-24,2025-05-22,None,Yes
FCT-700415,QC,NBC,Internal,Maitre Lavoie,473455,2026-01-13,2026-02-01,2026-01-25,None,Yes
FCT-700416,ON,Fairstone,Internal,West Coast Legal,343966,2025-10-11,2025-10-30,2025-10-14,None (Pre-scheduled),Yes
FCT-700417,QC,TD,External,Maitre Tremblay,228121,2025-07-22,2025-07-27,2025-08-15,External: Payout Delay,Yes
FCT-700418,QC,Fairstone,Internal,Maitre Lavoie,412224,2025-07-17,2025-07-23,2025-07-19,None (Pre-scheduled),Yes
FCT-700419,QC,TD,Internal,Maitre Lavoie,498733,2025-11-26,2025-12-01,2025-12-11,None,Yes
FCT-700420,ON,TD,Internal,Maritime Legal,517300,2025-02-01,2025-02-20,2025-02-16,None,Yes
FCT-700421,NS,TD,External,Smith & Co,632337,2025-08-15,2025-08-30,2025-09-03,External: Payout Delay,Yes
FCT-700422,NB,NBC,Internal,Maritime Legal,726285,2025-11-24,2025-12-11,2025-12-11,None,Yes
FCT-700423,QC,TD,Internal,Maitre Belanger,415408,2025-01-22,2025-02-12,2025-02-06,None,Yes
FCT-700424,QC,ScotiaBank,External,Maitre Tremblay,598723,2025-07-22,2025-08-05,2025-08-13,External: Payout Delay,Yes
FCT-700425,ON,ScotiaBank,Internal,Smith & Co,582302,2025-12-08,2025-12-26,2025-12-20,None,Yes
FCT-700426,QC,ScotiaBank,External,Maitre Tremblay,699821,2025-01-09,2025-01-22,2025-01-29,External: Payout Delay,Yes
FCT-700427,ON,RBC,Internal,Maritime Legal,477189,2025-11-13,2025-11-30,2025-11-28,None,Yes
FCT-700428,ON,BMO,External,Smith & Co,438478,2025-03-07,2025-03-26,2025-03-29,External: Payout Delay,Yes
FCT-700429,QC,TD,Internal,Maitre Cote,204254,2025-02-14,2025-02-22,2025-03-03,None,Yes
FCT-700430,NS,TD,External,Ontario Title Law,336228,2025-06-20,2025-07-04,2025-07-22,External: Payout Delay,Yes
FCT-700431,AB,Fairstone,Internal,Smith & Co,159149,2025-10-31,2025-11-20,2025-11-03,None (Pre-scheduled),Yes
FCT-700432,NB,RBC,Internal,Maritime Legal,360632,2025-11-04,2025-11-23,2025-11-17,None,Yes
FCT-700433,QC,ScotiaBank,Internal,Maitre Belanger,341567,2025-11-30,2025-12-09,2025-12-16,None,Yes
FCT-700434,QC,NBC,Internal,Maitre Lavoie,721658,2025-08-23,2025-08-28,2025-09-18,Internal: Processing Backlog,Yes
FCT-700435,QC,RBC,Internal,Maitre Cote,430916,2025-11-24,2025-12-12,2025-12-09,None,Yes
FCT-700436,QC,TD,External,Maitre Cote,507144,2025-05-21,2025-06-09,2025-06-12,External: Payout Delay,Yes
FCT-700437,BC,TD,Internal,Maritime Legal,430797,2025-03-26,2025-04-16,2025-04-07,None,Yes
FCT-700438,ON,RBC,External,West Coast Legal,296983,2026-01-14,2026-01-22,2026-02-02,External: Payout Delay,Yes
FCT-700439,QC,TD,External,Maitre Tremblay,727958,2025-03-27,2025-04-06,2025-04-19,External: Payout Delay,Yes
FCT-700440,NB,ScotiaBank,Internal,Ontario Title Law,601232,2025-03-22,2025-04-09,2025-04-04,None,Yes
FCT-700441,QC,TD,Internal,Maitre Belanger,689117,2025-01-21,2025-02-11,2025-02-06,None,Yes
FCT-700442,QC,ScotiaBank,External,Maitre Tremblay,324815,2026-01-06,2026-01-24,2026-01-26,External: Payout Delay,Yes
FCT-700443,ON,NBC,Internal,Ontario Title Law,613837,2025-03-21,2025-04-03,2025-04-06,None,Yes
FCT-700444,ON,ScotiaBank,Internal,Smith & Co,651725,2025-06-11,2025-06-30,2025-06-24,None,Yes
FCT-700445,AB,ScotiaBank,External,Maritime Legal,209165,2025-10-23,2025-10-30,2025-11-14,External: Payout Delay,Yes
FCT-700446,BC,ScotiaBank,External,Maritime Legal,715928,2026-01-12,2026-02-01,2026-01-31,External: Payout Delay,Yes
FCT-700447,QC,ScotiaBank,Internal,Maitre Tremblay,642633,2025-12-23,2026-01-12,2026-01-04,None,Yes
FCT-700448,QC,NBC,Internal,Maitre Belanger,379851,2025-02-18,2025-03-01,2025-03-07,None,Yes
FCT-700449,QC,BMO,Internal,Maitre Lavoie,630264,2025-05-26,2025-06-04,2025-06-08,None,Yes
